GeneId	Symbol	#transcripts regulated	total #transcripts for gene	mean log2(fold change) of reg. trans.	min fold change of reg. trans.	max fold change of reg. trans.	fc stddev	min p_value	mean NE(treat.reg.)	stddev NE(treat.reg.)	mean NE(ctrl.reg.)	stddev NE(ctrl.reg.)	mean RPKM(treat.reg.)	stddev RPKM(treat.reg.)	mean RPKM(ctrl.reg.)	stddev RPKM(ctrl.reg.)
100862007	LOC100862007	2	2	-1.588	-1.588	-1.588	0.000	7.94e-03	0.15272	0.000	0.48627	0.000	13.83638	0.000	43.87567	0.000
14675	Gna14	7	7	-1.587	-1.819	-1.465	0.106	1.00e+00	0.00193	0.000	0.00609	0.001	0.19390	0.030	0.62080	0.142
54486	Hpgds	7	7	-1.586	-2.301	-1.166	0.335	7.81e-02	0.01153	0.003	0.03502	0.010	1.16906	0.322	3.89454	1.496
217169	Tns4	7	8	-1.586	-2.025	-1.025	0.279	1.00e+00	0.00080	0.000	0.00250	0.001	0.10160	0.043	0.31274	0.105
208677	Creb3l3	6	7	-1.585	-1.610	-1.511	0.043	1.00e+00	0.00026	0.000	0.00129	0.000	0.03060	0.022	0.11412	0.044
74039	Nfam1	28	28	-1.583	-1.653	-1.306	0.089	8.15e-02	0.00954	0.001	0.03006	0.005	0.91972	0.111	2.90502	0.344
20969	Sdc1	10	10	-1.581	-1.690	-1.025	0.198	2.05e-02	0.01406	0.006	0.04557	0.020	1.30034	0.569	4.33061	1.795
320992	9430083M05Rik	2	2	-1.581	-1.873	-1.288	0.292	1.00e+00	0.00052	0.000	0.00165	0.000	0.04688	0.008	0.14557	0.003
100502960	Gm19474	3	3	-1.579	-1.599	-1.540	0.027	3.85e-02	0.08238	0.004	0.26033	0.007	7.29436	0.343	22.97771	0.631
332579	Card9	4	4	-1.579	-1.681	-1.395	0.109	5.88e-01	0.00609	0.000	0.01762	0.001	0.64726	0.031	2.04560	0.183
433637	Gm5547	2	2	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00150	0.000	0.00512	0.000	0.16562	0.002	0.52153	0.006
100504221	Efcab8	1	5	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00017	0.000	0.00063	0.000	0.02668	0.000	0.08401	0.000
75128	4930515B02Rik	2	2	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00358	0.000	0.01104	0.000	0.38099	0.001	1.19973	0.002
269346	Slc28a2	9	10	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00011	0.000	0.00053	0.000	0.01450	0.011	0.05870	0.022
381077	Ccdc78	1	4	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00153	0.000	0.00484	0.000	0.13571	0.000	0.42734	0.000
664987	Gm14393	1	3	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00151	0.000	0.00476	0.000	0.13330	0.000	0.41976	0.000
71613	9130015L21Rik	2	2	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00153	0.000	0.00561	0.000	0.24791	0.000	0.78070	0.001
791423	Gm11190	2	2	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00025	0.000	0.00079	0.000	0.02202	0.000	0.06935	0.000
320202	Lefty2	4	6	-1.578	-1.578	-1.578	0.000	1.00e+00	0.00035	0.000	0.00110	0.000	0.03078	0.001	0.09691	0.002
380732	Gm885	14	14	-1.577	-2.102	-0.461	0.643	1.45e-01	0.01181	0.005	0.03311	0.003	1.30014	0.679	3.68771	0.318
217203	Tmem106a	18	18	-1.575	-1.935	-1.471	0.142	2.87e-02	0.02415	0.005	0.07102	0.011	2.43515	0.408	7.61095	1.049
100862072	LOC100862072	3	4	-1.575	-1.703	-1.511	0.091	1.00e+00	0.00012	0.000	0.00044	0.000	0.02316	0.003	0.07349	0.014
93694	Clec2d	2	2	-1.574	-1.574	-1.574	0.000	7.98e-02	0.03265	0.000	0.10268	0.000	2.89118	0.001	9.08071	0.004
54672	Gpr97	7	7	-1.574	-1.703	-1.391	0.105	1.00e+00	0.00180	0.001	0.00552	0.002	0.17779	0.073	0.55425	0.234
20393	Sgk1	27	27	-1.573	-2.331	-0.118	0.439	3.09e-04	0.04726	0.017	0.15476	0.054	5.36151	1.781	17.95661	5.625
80876	Ifitm2	5	5	-1.568	-1.594	-1.557	0.014	1.58e-02	0.08863	0.008	0.28520	0.025	8.50686	0.622	26.61321	1.955
60504	Il21r	9	9	-1.565	-1.715	-1.288	0.146	1.00e+00	0.00294	0.001	0.01001	0.003	0.31463	0.092	0.99821	0.311
16970	Lrmp	19	19	-1.564	-3.458	-0.511	0.539	6.79e-01	0.00494	0.002	0.01367	0.004	0.64346	0.250	1.86026	0.458
231655	Oasl1	13	13	-1.563	-2.366	-1.163	0.257	9.64e-01	0.00453	0.001	0.01324	0.004	0.42416	0.114	1.30403	0.312
229898	Gbp5	8	8	-1.562	-1.649	-1.273	0.119	5.30e-01	0.00373	0.001	0.01185	0.003	0.39132	0.082	1.23499	0.296
71690	Esm1	3	3	-1.561	-1.561	-1.561	0.000	1.00e+00	0.00096	0.000	0.00307	0.000	0.09721	0.002	0.30264	0.008
56791	Ube2l6	13	13	-1.560	-1.918	-1.480	0.104	4.38e-02	0.03443	0.009	0.10016	0.023	3.26296	0.693	10.01854	1.891
73915	4833419F23Rik	2	2	-1.560	-1.610	-1.511	0.050	1.00e+00	0.00131	0.000	0.00353	0.000	0.11621	0.002	0.36151	0.005
13616	Edn3	9	10	-1.560	-2.511	-0.703	0.761	1.00e+00	0.00032	0.000	0.00085	0.000	0.02867	0.012	0.08192	0.015
12802	Cnr2	6	6	-1.559	-1.598	-1.409	0.069	9.84e-01	0.00283	0.000	0.00886	0.001	0.25081	0.011	0.78170	0.066
15945	Cxcl10	23	23	-1.558	-1.985	-0.581	0.246	6.57e-02	0.01870	0.003	0.06363	0.013	2.09220	0.328	6.57249	1.203
18175	Nrap	13	13	-1.558	-3.118	-0.218	0.618	1.00e+00	0.00041	0.000	0.00130	0.000	0.05120	0.030	0.15353	0.024
117591	Slc2a9	19	20	-1.557	-3.163	-0.926	0.493	1.00e+00	0.00196	0.001	0.00590	0.002	0.21333	0.093	0.61421	0.180
16161	Il12rb1	6	6	-1.557	-2.511	-1.366	0.426	1.00e+00	0.00036	0.000	0.00110	0.000	0.04659	0.014	0.13478	0.021
14115	Fbln2	15	17	-1.555	-2.288	-0.855	0.296	6.64e-03	0.01376	0.006	0.04224	0.019	1.44927	0.609	4.44976	1.925
15465	Hrh1	12	13	-1.555	-1.578	-1.440	0.043	1.00e+00	0.00053	0.000	0.00165	0.000	0.04687	0.006	0.14515	0.019
69146	Gsdmd	6	6	-1.554	-1.559	-1.551	0.004	1.81e-01	0.01283	0.000	0.04180	0.000	1.47981	0.004	4.58327	0.009
140497	AF251705	7	7	-1.553	-1.566	-1.528	0.014	4.70e-02	0.03709	0.005	0.11332	0.015	3.91475	0.500	12.12596	1.605
239743	Klhl6	7	7	-1.553	-1.791	-1.268	0.183	2.30e-01	0.01025	0.003	0.03156	0.007	1.06215	0.265	3.22096	0.522
227620	Uap1l1	13	13	-1.551	-1.975	-1.280	0.172	2.25e-02	0.02626	0.006	0.08131	0.018	3.05228	0.724	9.42780	2.198
19204	Ptafr	3	3	-1.551	-1.756	-1.443	0.145	7.98e-02	0.00835	0.001	0.02591	0.001	0.75020	0.077	2.30738	0.078
329207	Rbm44	3	4	-1.551	-1.551	-1.551	0.000	1.00e+00	0.00037	0.000	0.00089	0.000	0.03254	0.000	0.10060	0.000
100862182	LOC100862182	1	1	-1.551	-1.551	-1.551	0.000	1.00e+00	0.00170	0.000	0.00528	0.000	0.15060	0.000	0.46563	0.000
11810	Apobec1	12	12	-1.548	-2.005	-1.249	0.176	2.68e-03	0.04542	0.005	0.14664	0.013	5.29835	0.886	16.13552	0.935
19222	Ptgir	5	5	-1.548	-1.581	-1.499	0.040	9.89e-01	0.00355	0.000	0.01081	0.000	0.31419	0.014	0.96859	0.016
474332	Dnm3os	7	9	-1.546	-1.926	-1.288	0.212	1.00e+00	0.00031	0.000	0.00121	0.000	0.02718	0.012	0.10678	0.025
121021	Cspg4	6	6	-1.545	-1.625	-1.474	0.048	6.03e-02	0.00588	0.001	0.01797	0.004	0.53488	0.119	1.64215	0.343
217653	Mis18bp1	16	16	-1.544	-3.163	-0.569	0.932	1.00e+00	0.00316	0.003	0.00731	0.003	0.32257	0.252	0.71572	0.325
15953	Ifi47	5	5	-1.543	-1.853	-0.481	0.532	9.73e-02	0.00991	0.004	0.03753	0.018	0.94464	0.350	3.37850	1.509
54698	Crtam	5	5	-1.543	-2.511	-0.703	0.818	1.00e+00	0.00024	0.000	0.00060	0.000	0.02141	0.013	0.06231	0.022
381759	Wee2	6	8	-1.537	-1.703	-1.288	0.203	1.00e+00	0.00009	0.000	0.00026	0.000	0.00766	0.003	0.02934	0.003
54598	Calcrl	7	7	-1.532	-2.288	-1.078	0.454	6.20e-01	0.00394	0.003	0.00983	0.006	0.43141	0.277	1.12135	0.612
103268	Cep57l1	3	16	-1.530	-2.288	-0.014	1.072	1.00e+00	0.00183	0.002	0.00229	0.002	0.17770	0.232	0.22717	0.220
381822	1190002F15Rik	5	5	-1.530	-1.644	-1.472	0.059	1.00e+00	0.01214	0.006	0.03548	0.018	1.20800	0.596	3.74026	1.937
15007	H2-Q10	6	6	-1.528	-1.791	-1.288	0.165	1.00e+00	0.00065	0.000	0.00255	0.001	0.08496	0.021	0.25823	0.067
60531	Npvf	3	3	-1.528	-1.703	-1.440	0.124	1.00e+00	0.00103	0.000	0.00280	0.000	0.09119	0.002	0.27792	0.018
100862129	LOC100862129	2	2	-1.527	-1.527	-1.527	0.000	4.49e-02	0.05786	0.000	0.17642	0.000	5.12356	0.000	15.57178	0.000
66961	Neat1	10	10	-1.524	-1.549	-1.520	0.009	1.07e-03	0.07018	0.004	0.21454	0.014	6.26154	0.382	18.99451	1.241
100861706	LOC100861706	2	2	-1.523	-1.523	-1.523	0.000	2.80e-03	0.11571	0.000	0.35181	0.000	10.24565	0.008	31.05199	0.025
69387	Dnajb13	7	7	-1.523	-1.629	-1.136	0.180	1.00e+00	0.00131	0.000	0.00300	0.001	0.11554	0.017	0.35319	0.067
320190	A330015K06Rik	2	2	-1.522	-2.288	-0.755	0.767	1.00e+00	0.00106	0.001	0.00239	0.000	0.13698	0.103	0.30162	0.125
23834	Cdc6	11	11	-1.522	-1.926	-1.406	0.136	1.00e+00	0.00313	0.001	0.00912	0.002	0.32586	0.073	0.99664	0.257
80891	Fcrls	5	5	-1.521	-1.524	-1.519	0.002	1.24e-03	0.08704	0.005	0.26209	0.013	8.74951	0.487	26.49168	1.438
15284	Hlx	5	5	-1.521	-1.720	-1.288	0.137	1.00e+00	0.00374	0.001	0.01091	0.002	0.33147	0.072	0.99266	0.147
100862248	LOC100862248	1	1	-1.520	-1.520	-1.520	0.000	5.36e-03	0.09518	0.000	0.28892	0.000	8.42826	0.000	25.50083	0.000
636808	Cntnap5a	4	4	-1.520	-3.404	-0.828	1.089	1.00e+00	0.00385	0.002	0.00942	0.001	0.43359	0.209	1.01601	0.117
18414	Osmr	13	13	-1.519	-2.703	-1.047	0.548	1.00e-01	0.01130	0.008	0.02838	0.018	1.17522	0.773	2.93969	1.769
20893	Bhlhe40	8	8	-1.518	-1.599	-1.488	0.034	2.27e-03	0.04338	0.014	0.13153	0.042	4.23299	1.135	12.73511	3.271
14130	Fcgr2b	15	15	-1.518	-1.597	-0.732	0.213	4.04e-02	0.02148	0.007	0.06858	0.024	2.43816	0.665	7.57354	2.427
83408	Gimap3	3	4	-1.518	-2.511	-0.926	0.706	1.00e+00	0.00065	0.000	0.00192	0.000	0.06118	0.022	0.16996	0.010
15242	Hhex	7	7	-1.515	-1.558	-1.331	0.079	7.95e-01	0.00549	0.002	0.01724	0.008	0.51691	0.219	1.58998	0.691
237436	Gas2l3	14	14	-1.514	-1.801	-0.703	0.266	1.67e-01	0.00394	0.001	0.01219	0.004	0.37562	0.076	1.15399	0.286
14313	Fst	6	6	-1.514	-1.713	-1.313	0.164	5.97e-01	0.00623	0.002	0.01679	0.004	0.61104	0.185	1.79075	0.364
668525	Gm9222	2	2	-1.513	-3.025	-0.000	1.512	1.00e+00	0.00725	0.006	0.01050	0.004	0.82891	0.754	1.15553	0.515
328075	C630031E19	2	2	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00019	0.000	0.00056	0.000	0.01640	0.000	0.04928	0.000
100169866	Gm10933	4	4	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00030	0.000	0.00092	0.000	0.02696	0.000	0.08104	0.000
68994	1500015L24Rik	2	2	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00073	0.000	0.00219	0.000	0.06442	0.000	0.19365	0.000
212998	BC016579	3	3	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00026	0.000	0.00079	0.000	0.02305	0.000	0.06926	0.001
319967	9630019E01Rik	2	3	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00026	0.000	0.00078	0.000	0.02288	0.000	0.06878	0.001
20522	Slc23a1	2	9	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00030	0.000	0.00085	0.000	0.02715	0.001	0.08163	0.002
360198	Hist1h3a	4	4	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00108	0.000	0.00324	0.000	0.09516	0.002	0.28603	0.007
71345	Ano9	3	4	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00007	0.000	0.00035	0.000	0.00638	0.009	0.03824	0.014
100045792	Ect2l	1	5	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00031	0.000	0.00095	0.000	0.02788	0.000	0.08379	0.000
636931	Trim71	1	3	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00043	0.000	0.00129	0.000	0.03788	0.000	0.11387	0.000
100036528	Gm9872	1	1	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00119	0.000	0.00284	0.000	0.12131	0.000	0.36464	0.000
100529082	Gm11127	2	2	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00034	0.000	0.00103	0.000	0.03729	0.000	0.11210	0.000
75106	4930519F16Rik	2	8	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00051	0.000	0.00153	0.000	0.04503	0.000	0.13536	0.000
18431	Oca2	6	7	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00009	0.000	0.00032	0.000	0.01647	0.002	0.04950	0.005
67544	Fam120b	1	16	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00032	0.000	0.00095	0.000	0.02803	0.000	0.08426	0.000
14103	Fasl	6	6	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00025	0.000	0.00094	0.000	0.02203	0.010	0.08311	0.008
381476	B930007M17Rik	4	4	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00011	0.000	0.00040	0.000	0.02014	0.004	0.06051	0.012
100502857	Gm19417	1	3	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00019	0.000	0.00056	0.000	0.01640	0.000	0.04928	0.000
22420	Wnt6	4	4	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00020	0.000	0.00075	0.000	0.01821	0.011	0.06623	0.012
544696	D630037F22Rik	1	8	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00049	0.000	0.00204	0.000	0.07261	0.000	0.21826	0.000
100861644	LOC100861644	2	2	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00087	0.000	0.00261	0.000	0.07675	0.000	0.23071	0.000
213556	Plekhh2	1	7	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00612	0.000	0.01469	0.000	0.79138	0.000	2.37879	0.000
432442	Akap7	1	11	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00110	0.000	0.00319	0.000	0.12876	0.000	0.38704	0.000
20292	Ccl11	4	4	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00054	0.000	0.00163	0.000	0.04802	0.002	0.14433	0.006
15412	Hoxb4	3	3	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00012	0.000	0.00063	0.000	0.01054	0.008	0.05575	0.015
56070	Tcerg1	1	20	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00068	0.000	0.00204	0.000	0.05995	0.000	0.18021	0.000
238875	Gapt	5	5	-1.511	-1.511	-1.511	0.000	1.00e+00	0.00056	0.000	0.00168	0.000	0.04941	0.001	0.14851	0.004
12870	Cp	23	23	-1.509	-1.692	-0.711	0.214	9.94e-06	0.32980	0.131	1.02202	0.453	37.62983	14.867	116.71137	50.653
11796	Birc3	12	13	-1.509	-1.873	-1.230	0.183	6.72e-01	0.00483	0.002	0.01434	0.005	0.47903	0.184	1.43674	0.461
12959	Cryba4	8	8	-1.509	-1.546	-1.489	0.022	1.00e+00	0.00854	0.000	0.02708	0.001	0.95361	0.030	2.86248	0.088
13030	Ctsb	12	12	-1.508	-1.580	-1.080	0.130	4.65e-05	1.82205	0.743	5.59167	2.314	197.67493	81.315	611.28878	255.363
17952	Naip6	2	2	-1.507	-1.540	-1.474	0.033	1.00e+00	0.00102	0.000	0.00303	0.000	0.09239	0.014	0.27609	0.035
27387	Sh2d3c	3	15	-1.506	-2.703	-0.373	0.952	1.00e+00	0.00923	0.012	0.01587	0.016	1.13913	1.448	1.85284	1.789
211001	8030423F21Rik	4	4	-1.505	-1.578	-1.288	0.125	1.00e+00	0.00028	0.000	0.00084	0.000	0.02435	0.004	0.07405	0.016
269582	Clspn	16	16	-1.504	-2.288	-1.082	0.443	9.94e-01	0.00245	0.001	0.00684	0.003	0.28553	0.159	0.75648	0.343
100038748	Gm10700	4	4	-1.504	-2.163	-0.873	0.456	1.00e+00	0.00041	0.000	0.00105	0.000	0.03606	0.015	0.09863	0.015
54422	Barhl1	9	10	-1.503	-2.288	-1.025	0.486	1.00e+00	0.00029	0.000	0.00086	0.000	0.02589	0.014	0.07595	0.017
19662	Rbp4	7	7	-1.501	-1.511	-1.440	0.025	1.00e+00	0.00176	0.000	0.00449	0.001	0.15528	0.024	0.46278	0.067
20343	Sell	12	12	-1.500	-2.511	-0.703	0.661	1.00e+00	0.00013	0.000	0.00061	0.000	0.02334	0.009	0.06459	0.005
110197	Dgkg	16	18	-1.499	-1.951	-0.511	0.438	1.00e+00	0.00148	0.001	0.00409	0.003	0.16265	0.119	0.46763	0.232
102626	Mapkapk3	18	18	-1.498	-2.103	-0.703	0.297	1.66e-01	0.00607	0.003	0.01926	0.011	0.64807	0.347	2.06077	1.186
14964	H2-D1	6	6	-1.497	-1.510	-1.490	0.008	1.71e-04	0.59602	0.107	1.76920	0.312	62.25740	8.507	185.31452	24.968
319497	E230020A03Rik	2	2	-1.496	-2.288	-0.703	0.792	1.00e+00	0.00032	0.000	0.00096	0.000	0.02842	0.007	0.08489	0.023
19208	Ptcra	2	2	-1.496	-1.703	-1.288	0.208	1.00e+00	0.00034	0.000	0.00099	0.000	0.03065	0.011	0.08736	0.020
16912	Psmb9	12	12	-1.493	-1.543	-1.420	0.032	7.25e-02	0.02687	0.011	0.08359	0.033	3.16155	1.314	9.37453	3.824
11535	Adm	6	6	-1.493	-1.493	-1.493	0.000	2.06e-01	0.02047	0.000	0.06238	0.000	2.09490	0.006	6.21946	0.019
171469	Gpr37l1	4	4	-1.493	-2.366	-1.202	0.504	1.00e+00	0.00526	0.001	0.01563	0.003	0.46576	0.078	1.37984	0.243
22337	Vdr	6	10	-1.493	-1.545	-1.288	0.103	1.00e+00	0.00053	0.000	0.00184	0.000	0.05730	0.026	0.19714	0.022
100862473	LOC100862473	1	1	-1.493	-1.493	-1.493	0.000	1.00e+00	0.00290	0.000	0.00879	0.000	0.29353	0.000	0.87182	0.000
319243	9430062P05Rik	1	1	-1.492	-1.492	-1.492	0.000	1.00e+00	0.00088	0.000	0.00276	0.000	0.08248	0.000	0.24472	0.000
12262	C1qc	3	3	-1.491	-1.587	-1.301	0.134	1.53e-04	0.25252	0.139	0.79536	0.460	23.46775	12.553	73.19893	41.300
320159	Fam179a	9	9	-1.491	-1.629	-1.066	0.228	1.00e+00	0.00112	0.000	0.00254	0.001	0.09924	0.025	0.30742	0.102
12519	Cd80	6	6	-1.491	-2.148	-0.154	0.698	1.00e+00	0.00195	0.001	0.00540	0.001	0.17218	0.052	0.50359	0.106
15186	Hdc	12	13	-1.491	-1.926	-0.288	0.672	1.00e+00	0.00022	0.000	0.00085	0.000	0.01924	0.013	0.08317	0.046
240168	Rasgrp3	7	7	-1.489	-1.647	-1.209	0.123	2.40e-02	0.01242	0.001	0.03702	0.003	1.27458	0.074	3.77712	0.254
16154	Il10ra	12	12	-1.488	-1.574	-1.465	0.038	1.71e-01	0.01013	0.000	0.02904	0.000	0.94023	0.025	2.78173	0.011
15233	Hgd	6	9	-1.488	-1.873	-1.288	0.251	1.00e+00	0.00024	0.000	0.00075	0.000	0.03414	0.016	0.11783	0.008
73279	1700023B13Rik	1	1	-1.488	-1.488	-1.488	0.000	1.00e+00	0.00178	0.000	0.00500	0.000	0.21562	0.000	0.63785	0.000
100038608	Gm10389	2	3	-1.488	-1.488	-1.488	0.000	1.00e+00	0.00047	0.000	0.00178	0.000	0.07323	0.008	0.21663	0.024
77583	Notum	7	7	-1.488	-2.511	-1.249	0.419	1.00e+00	0.00307	0.001	0.00754	0.002	0.31812	0.112	0.86920	0.218
22271	Upp1	14	14	-1.487	-2.366	-1.131	0.260	8.16e-01	0.00908	0.002	0.02921	0.007	1.22548	0.321	3.52476	0.867
73656	Ms4a6c	9	9	-1.486	-1.528	-1.383	0.054	8.59e-02	0.01826	0.003	0.05993	0.008	2.31074	0.426	6.80075	1.094
217303	Cd300a	6	6	-1.486	-1.553	-1.261	0.102	1.17e-01	0.00988	0.004	0.02720	0.011	0.94215	0.400	2.79789	1.264
68632	Myct1	6	6	-1.486	-1.519	-1.341	0.065	1.00e+00	0.00320	0.001	0.00910	0.002	0.28294	0.092	0.82544	0.217
18599	Padi1	5	5	-1.485	-1.703	-1.025	0.280	1.00e+00	0.00037	0.000	0.00093	0.000	0.04191	0.011	0.12060	0.012
74735	Trim14	13	13	-1.484	-3.873	-1.163	0.695	1.00e+00	0.00225	0.001	0.00751	0.003	0.29917	0.148	0.83241	0.350
320671	D130079A08Rik	5	5	-1.483	-2.703	-0.819	0.825	1.00e+00	0.00039	0.000	0.00139	0.001	0.03907	0.021	0.13241	0.126
54120	Gipc2	14	16	-1.483	-2.951	-0.960	0.641	1.00e+00	0.00295	0.001	0.00602	0.002	0.27632	0.118	0.72453	0.238
19124	Procr	8	8	-1.482	-1.690	-1.198	0.161	1.00e+00	0.00541	0.001	0.01599	0.003	0.53786	0.052	1.59867	0.248
107221	O3far1	3	3	-1.481	-1.578	-1.288	0.136	1.00e+00	0.00063	0.000	0.00186	0.000	0.05551	0.002	0.16363	0.009
233571	P2ry6	3	5	-1.480	-1.480	-1.480	0.000	2.97e-01	0.01392	0.000	0.04256	0.000	1.31080	0.007	3.85651	0.020
12235	Bub1	11	11	-1.480	-1.833	-1.003	0.238	3.20e-01	0.00445	0.002	0.01289	0.005	0.54359	0.222	1.55459	0.593
11856	Arhgap6	20	20	-1.479	-2.025	-0.971	0.272	1.00e+00	0.00186	0.001	0.00463	0.002	0.17057	0.094	0.46631	0.226
77558	9330179D12Rik	5	5	-1.478	-2.288	-1.025	0.561	1.00e+00	0.00039	0.000	0.00108	0.000	0.03426	0.011	0.09529	0.007
100861886	LOC100861886	2	2	-1.476	-1.476	-1.476	0.000	1.00e+00	0.00847	0.000	0.02202	0.000	0.81941	0.000	2.40440	0.000
73463	Als2cr11	2	9	-1.475	-2.511	-0.440	1.035	1.00e+00	0.00079	0.000	0.00200	0.000	0.08985	0.024	0.27924	0.116
52668	Ifi27l1	13	13	-1.473	-1.606	-1.312	0.086	2.37e-02	0.04679	0.008	0.13442	0.020	5.25152	0.789	15.37587	2.342
16913	Psmb8	9	9	-1.472	-1.476	-1.467	0.003	9.74e-03	0.06434	0.014	0.19764	0.044	7.82863	1.779	22.89794	5.185
12370	Casp8	10	10	-1.469	-1.618	-0.913	0.188	9.74e-02	0.01417	0.002	0.04595	0.009	1.65552	0.235	4.85142	0.816
319285	A430061O12Rik	1	1	-1.469	-1.469	-1.469	0.000	1.00e+00	0.00076	0.000	0.00224	0.000	0.06757	0.000	0.19729	0.000
100861792	LOC100861792	2	2	-1.469	-1.469	-1.469	0.000	1.00e+00	0.00563	0.000	0.01649	0.000	0.49855	0.000	1.45576	0.000
635702	Naaladl2	3	6	-1.469	-1.469	-1.469	0.000	1.00e+00	0.00035	0.000	0.00132	0.000	0.05223	0.001	0.15253	0.003
232414	Clec9a	11	12	-1.468	-2.404	-0.913	0.598	1.00e+00	0.00109	0.000	0.00285	0.000	0.09637	0.033	0.26366	0.027
381810	Lpar5	6	6	-1.468	-1.551	-1.163	0.142	1.00e+00	0.00103	0.000	0.00301	0.000	0.09112	0.005	0.26591	0.014
14613	Gja5	6	6	-1.467	-1.682	-1.144	0.264	1.00e+00	0.00105	0.001	0.00373	0.002	0.10098	0.049	0.34362	0.124
320383	B230317F23Rik	5	5	-1.466	-1.511	-1.288	0.089	1.00e+00	0.00046	0.000	0.00133	0.000	0.04049	0.006	0.11732	0.011
229459	Dchs2	2	2	-1.466	-1.754	-1.177	0.288	1.00e+00	0.00021	0.000	0.00064	0.000	0.02162	0.005	0.06145	0.002
244653	Hydin	6	7	-1.466	-2.703	-0.999	0.718	1.00e+00	0.00013	0.000	0.00043	0.000	0.01203	0.012	0.05735	0.022
16362	Irf1	21	21	-1.465	-1.965	-1.269	0.212	6.80e-02	0.02625	0.013	0.06894	0.029	2.99724	1.332	8.46025	3.239
320635	Cyb5r2	5	5	-1.463	-1.481	-1.458	0.009	1.00e+00	0.00086	0.000	0.00246	0.001	0.08809	0.030	0.25669	0.091
74012	Rap2b	9	9	-1.462	-1.554	-1.232	0.092	3.76e-02	0.01792	0.007	0.05295	0.020	1.58664	0.577	4.68466	1.737
12483	Cd22	11	11	-1.462	-1.665	-1.396	0.076	8.16e-01	0.00408	0.000	0.01115	0.001	0.38710	0.045	1.12093	0.100
237886	Slfn9	8	8	-1.459	-1.966	-1.163	0.222	7.34e-01	0.00345	0.001	0.01016	0.001	0.32111	0.053	0.92386	0.105
14425	Galnt3	8	9	-1.459	-4.025	-0.703	1.007	1.00e+00	0.00128	0.001	0.00337	0.001	0.13100	0.059	0.34218	0.107
13036	Ctsh	16	16	-1.458	-1.594	-1.382	0.041	1.17e-03	0.13244	0.033	0.39173	0.096	18.17989	4.077	52.56153	11.379
232345	A2m	3	3	-1.458	-1.611	-1.381	0.108	1.40e-03	0.06669	0.033	0.18737	0.086	8.19304	4.151	22.88473	10.889
70719	Hmha1	18	18	-1.457	-2.082	-1.329	0.168	1.25e-01	0.00904	0.003	0.02655	0.007	1.04875	0.303	2.96373	0.782
17174	Masp1	6	7	-1.457	-2.366	-1.025	0.498	1.00e+00	0.00053	0.000	0.00186	0.001	0.06198	0.036	0.19926	0.094
78771	Mctp1	20	20	-1.456	-2.288	-0.703	0.352	7.03e-01	0.00263	0.001	0.00701	0.003	0.30326	0.117	0.85672	0.340
100503115	Gm19562	2	2	-1.455	-1.455	-1.455	0.000	8.08e-01	0.02913	0.000	0.08449	0.000	2.57910	0.000	7.45714	0.000
320736	E130203B14Rik	2	8	-1.455	-2.873	-0.038	1.418	1.00e+00	0.01090	0.011	0.01198	0.011	1.02784	0.987	1.24998	0.931
320664	Cass4	10	11	-1.454	-1.703	-1.288	0.170	1.00e+00	0.00045	0.000	0.00128	0.000	0.03952	0.005	0.11605	0.025
12630	Cfi	2	3	-1.453	-1.453	-1.453	0.000	1.00e+00	0.00123	0.000	0.00313	0.000	0.13292	0.000	0.38395	0.000
