GeneId	Symbol	#transcripts regulated	total #transcripts for gene	mean log2(fold change) of reg. trans.	min fold change of reg. trans.	max fold change of reg. trans.	fc stddev	min p_value	mean NE(treat.reg.)	stddev NE(treat.reg.)	mean NE(ctrl.reg.)	stddev NE(ctrl.reg.)	mean RPKM(treat.reg.)	stddev RPKM(treat.reg.)	mean RPKM(ctrl.reg.)	stddev RPKM(ctrl.reg.)
102323	Dcun1d2	13	13	0.348	0.335	0.428	0.023	1.00e+00	0.14203	0.029	0.11909	0.025	13.14620	2.502	10.92723	2.139
78943	Ern1	3	18	0.348	0.007	0.519	0.241	1.00e+00	0.00727	0.008	0.00695	0.008	0.78787	0.868	0.79011	0.935
67939	Prorsd1	9	10	0.348	0.158	0.902	0.202	1.00e+00	0.07471	0.042	0.06443	0.037	7.21308	3.684	6.01332	3.220
237222	Ofd1	6	6	0.347	0.310	0.440	0.043	1.00e+00	0.08992	0.029	0.07339	0.025	10.84171	3.221	8.99066	2.693
17441	Mog	4	6	0.347	0.000	0.519	0.212	1.00e+00	0.00357	0.002	0.00275	0.002	0.31616	0.183	0.24219	0.140
14252	Flot2	15	15	0.347	0.239	1.712	0.365	1.00e+00	0.26950	0.075	0.23969	0.067	27.29520	7.414	24.20343	6.595
408056	BC038331	1	1	0.347	0.347	0.347	0.000	1.00e+00	0.02129	0.000	0.01801	0.000	1.91754	0.000	1.59004	0.000
208777	Sned1	10	10	0.347	0.103	0.899	0.241	1.00e+00	0.01494	0.008	0.01360	0.008	1.54745	0.660	1.34850	0.689
216136	Ilvbl	11	11	0.347	0.288	0.418	0.058	1.00e+00	0.13553	0.026	0.11330	0.025	16.46508	3.049	13.73134	2.881
58188	Vstm2b	4	4	0.347	0.300	0.379	0.029	1.00e+00	0.24161	0.003	0.20881	0.006	23.93971	0.448	19.84756	0.237
58200	Ppp1r1a	5	5	0.347	0.305	0.398	0.031	1.00e+00	0.43513	0.123	0.35813	0.097	58.20420	19.248	48.04400	14.790
101631	Pwwp2b	8	8	0.347	0.310	0.450	0.043	1.00e+00	0.11065	0.029	0.09262	0.025	10.11810	2.634	8.45050	2.261
73239	3110054G05Rik	3	3	0.346	0.000	0.742	0.305	1.00e+00	0.00426	0.006	0.00311	0.004	0.57386	0.771	0.36642	0.484
76668	Mdh1b	3	4	0.346	0.346	0.346	0.000	1.00e+00	0.00439	0.000	0.00341	0.000	0.43872	0.001	0.36422	0.001
243906	Zfp14	11	11	0.346	0.282	0.407	0.033	1.00e+00	0.03939	0.002	0.03270	0.002	3.55542	0.232	2.95132	0.207
72014	Btbd17	11	12	0.346	0.234	0.529	0.076	1.00e+00	0.08007	0.012	0.06650	0.011	7.91227	1.471	6.56064	1.207
193838	Eme2	1	10	0.346	0.346	0.346	0.000	1.00e+00	0.16602	0.000	0.13693	0.000	16.18897	0.000	13.43396	0.000
70546	Zdhhc2	11	11	0.346	0.250	0.438	0.054	1.00e+00	0.18205	0.077	0.15414	0.068	21.28090	7.672	17.77054	6.546
68666	Svop	13	13	0.346	0.268	0.375	0.028	1.00e+00	0.31428	0.107	0.26240	0.087	37.17263	8.640	30.84089	7.084
70044	Tut1	2	5	0.346	0.228	0.463	0.117	1.00e+00	0.05849	0.049	0.05222	0.045	5.24772	4.280	4.65996	3.919
434784	Ldoc1	3	3	0.346	0.297	0.371	0.035	1.00e+00	0.00413	0.000	0.00344	0.000	0.36566	0.014	0.30329	0.004
100503373	Gm19662	2	2	0.346	0.346	0.346	0.000	1.00e+00	0.32393	0.000	0.26566	0.000	33.21697	0.000	27.55966	0.000
75718	Vwa5b1	6	9	0.346	0.145	0.619	0.159	1.00e+00	0.00442	0.001	0.00371	0.001	0.46011	0.061	0.38360	0.060
78547	E130304I02Rik	3	3	0.346	0.104	0.467	0.171	1.00e+00	0.00304	0.000	0.00299	0.001	0.35046	0.037	0.29686	0.070
140489	Bhlhe23	6	6	0.346	0.258	0.613	0.134	1.00e+00	0.11699	0.051	0.10144	0.048	10.38835	4.487	8.95332	4.235
235106	Ntm	18	23	0.346	0.198	0.511	0.080	1.00e+00	0.35890	0.181	0.30531	0.155	35.95645	18.248	29.89455	15.052
100504564	Gm20289	1	1	0.346	0.346	0.346	0.000	1.00e+00	0.04670	0.000	0.03890	0.000	4.13536	0.000	3.43316	0.000
227693	Zer1	19	19	0.346	0.250	0.491	0.053	1.00e+00	0.17612	0.106	0.14419	0.089	18.53473	9.909	15.37081	8.207
14433	Gapdh	1	21	0.346	0.346	0.346	0.000	1.00e+00	0.07723	0.000	0.06594	0.000	9.61351	0.000	7.97642	0.000
230857	Ece1	5	10	0.346	0.000	0.823	0.375	1.00e+00	0.02813	0.024	0.02632	0.025	3.67033	2.935	3.28419	2.929
71891	Cdadc1	17	17	0.346	0.258	0.385	0.029	1.00e+00	0.16344	0.038	0.13399	0.030	18.43462	4.591	15.27124	3.741
319880	Tmcc3	1	14	0.346	0.346	0.346	0.000	1.00e+00	0.01904	0.000	0.01468	0.000	1.79002	0.000	1.48607	0.000
78713	D530017H19Rik	3	3	0.345	0.190	0.535	0.143	1.00e+00	0.02522	0.005	0.02062	0.002	2.26584	0.442	1.85511	0.170
72795	Ttc19	10	10	0.345	0.066	1.369	0.513	1.00e+00	0.10553	0.047	0.10215	0.051	10.56576	4.625	10.32596	4.975
234678	D230025D16Rik	10	10	0.345	0.286	0.451	0.060	1.00e+00	0.09327	0.029	0.07858	0.028	11.07568	2.805	9.29988	2.613
16588	Kin	7	7	0.345	0.149	0.590	0.120	1.00e+00	0.13256	0.036	0.10970	0.026	13.74219	2.317	11.36084	1.705
26406	Map3k3	11	11	0.345	0.204	0.526	0.080	1.00e+00	0.08556	0.039	0.07109	0.033	9.29334	4.160	7.67048	3.412
68728	Trp53inp2	13	13	0.345	0.175	0.623	0.152	1.00e+00	0.36564	0.259	0.32507	0.239	33.57249	22.521	29.67740	20.672
11555	Adrb2	4	4	0.345	0.310	0.449	0.060	1.00e+00	0.01393	0.000	0.01161	0.000	1.23329	0.017	1.02459	0.029
216459	Myl6b	3	3	0.345	0.314	0.361	0.022	1.00e+00	0.04141	0.008	0.03683	0.007	4.89723	1.054	4.05446	0.822
212168	Zswim4	10	10	0.345	0.272	0.472	0.055	1.00e+00	0.12946	0.029	0.10600	0.021	12.65240	2.101	10.45758	1.356
59047	Pnkp	19	19	0.345	0.326	0.407	0.020	1.00e+00	0.12961	0.027	0.10755	0.022	17.49803	3.589	14.53641	2.992
74455	Nsun6	13	15	0.345	0.262	0.479	0.083	1.00e+00	0.02046	0.005	0.01784	0.005	2.27940	0.606	1.91731	0.559
72886	Ccdc94	5	5	0.345	0.334	0.357	0.009	1.00e+00	0.07063	0.030	0.05927	0.026	7.72072	3.322	6.42120	2.771
100504225	Gm9828	7	7	0.345	0.254	0.525	0.085	1.00e+00	0.01733	0.002	0.01470	0.002	1.63758	0.159	1.37027	0.204
13010	Cst3	13	13	0.345	0.330	0.447	0.033	1.00e+00	7.55136	1.131	6.23284	1.029	786.19068	109.743	654.35144	99.272
76642	1700113A16Rik	2	3	0.345	0.345	0.345	0.000	1.00e+00	0.50404	0.001	0.41752	0.001	44.80992	0.068	37.21193	0.057
67996	Srsf6	12	12	0.345	0.251	0.569	0.080	1.00e+00	1.15377	0.295	0.97977	0.276	114.40925	27.522	96.10375	25.902
66117	1110001J03Rik	5	5	0.345	0.342	0.349	0.003	1.00e+00	0.34189	0.011	0.30663	0.010	35.84150	1.191	29.75858	1.012
353170	Txlng	15	16	0.345	0.157	0.502	0.088	1.00e+00	0.02785	0.010	0.02300	0.008	2.80515	0.905	2.30322	0.697
328699	Gabrr3	5	5	0.344	0.243	0.493	0.082	1.00e+00	0.07272	0.004	0.06136	0.005	8.01312	0.904	6.64191	0.610
242915	Fam59b	6	8	0.344	0.190	0.666	0.157	1.00e+00	0.00543	0.001	0.00453	0.001	0.48549	0.049	0.40409	0.046
229600	BC028528	1	6	0.344	0.344	0.344	0.000	1.00e+00	0.00754	0.000	0.00627	0.000	1.18787	0.000	0.98726	0.000
239114	Il17d	4	4	0.344	0.317	0.425	0.047	1.00e+00	0.03390	0.001	0.02880	0.001	3.09215	0.105	2.56921	0.047
75497	Fabp12	7	7	0.344	0.326	0.354	0.009	1.00e+00	0.33310	0.101	0.27508	0.083	37.76456	13.207	31.40457	11.040
100532730	C230037L18Rik	4	4	0.344	0.158	0.904	0.323	1.00e+00	0.01337	0.001	0.01069	0.001	1.24132	0.116	1.03611	0.129
28105	Trim36	5	5	0.344	0.315	0.354	0.015	1.00e+00	0.07485	0.004	0.06251	0.004	7.22706	0.084	6.00927	0.131
103724	Tbc1d10a	8	8	0.344	0.034	0.669	0.193	1.00e+00	0.07058	0.029	0.05936	0.025	7.97172	2.915	6.60418	2.543
12777	Ccr10	3	3	0.344	0.344	0.344	0.000	1.00e+00	0.00509	0.000	0.00424	0.000	0.45027	0.000	0.37423	0.000
52430	Echdc2	21	22	0.344	0.077	0.487	0.078	1.00e+00	0.03697	0.005	0.02879	0.005	4.33889	0.494	3.61178	0.454
81906	Cyp4x1	1	4	0.344	0.344	0.344	0.000	1.00e+00	0.00743	0.000	0.00656	0.000	1.01951	0.000	0.84734	0.000
12823	Col19a1	8	10	0.344	0.000	1.034	0.378	1.00e+00	0.00050	0.000	0.00029	0.000	0.06548	0.069	0.02586	0.032
20913	Stxbp4	13	16	0.344	0.070	2.104	0.517	1.00e+00	0.03459	0.029	0.03240	0.028	3.59144	2.605	3.30197	2.470
13557	E2f3	9	9	0.344	0.071	0.882	0.253	1.00e+00	0.10117	0.053	0.09056	0.049	9.78202	4.585	8.70059	4.330
216363	Rab3ip	6	6	0.344	0.322	0.414	0.033	1.00e+00	0.17782	0.031	0.14740	0.027	19.64803	4.649	16.35298	3.951
70381	Tecpr1	20	20	0.344	0.140	0.473	0.066	1.00e+00	0.22496	0.131	0.18760	0.109	25.16657	12.819	20.91634	10.659
68841	1110054M08Rik	3	3	0.344	0.247	0.395	0.068	1.00e+00	0.01820	0.006	0.01587	0.006	1.68904	0.540	1.42154	0.503
16180	Il1rap	3	20	0.343	0.258	0.386	0.060	1.00e+00	0.00751	0.002	0.00609	0.002	0.68346	0.146	0.56364	0.101
93961	B3galt5	5	5	0.343	0.285	0.578	0.117	1.00e+00	0.01454	0.002	0.01194	0.001	1.28742	0.215	1.06023	0.080
104910	Slc25a47	3	3	0.343	0.343	0.343	0.000	1.00e+00	0.02656	0.000	0.02169	0.000	2.50498	0.003	2.08325	0.002
278672	Duxbl	6	8	0.343	0.000	0.882	0.357	1.00e+00	0.00383	0.005	0.00251	0.003	0.33901	0.401	0.22149	0.266
116838	Rims2	16	17	0.343	0.152	0.502	0.089	1.00e+00	0.13055	0.062	0.10662	0.050	13.47080	6.398	10.96087	5.022
214779	Zfp879	7	7	0.343	0.020	0.463	0.145	1.00e+00	0.01590	0.000	0.01429	0.001	1.54496	0.076	1.28461	0.066
243308	A430033K04Rik	7	7	0.343	0.102	0.524	0.207	1.00e+00	0.04643	0.033	0.04378	0.034	4.96761	2.684	4.46735	2.856
75396	Spp2	3	3	0.343	0.297	0.434	0.065	1.00e+00	0.00201	0.000	0.00165	0.000	0.29105	0.004	0.24223	0.007
381107	Tmem232	3	9	0.343	0.159	0.712	0.260	1.00e+00	0.00178	0.000	0.00163	0.001	0.17140	0.052	0.15203	0.063
22249	Unc13b	20	21	0.343	0.071	0.443	0.110	1.00e+00	0.16986	0.110	0.13621	0.084	20.00714	12.779	15.97417	9.828
100504104	Gm16062	3	3	0.343	0.342	0.346	0.002	1.00e+00	0.38294	0.019	0.32236	0.017	37.42971	1.076	31.12507	0.925
384261	Gm5296	5	5	0.343	0.297	0.421	0.055	1.00e+00	0.00683	0.007	0.00537	0.006	0.60508	0.642	0.47402	0.550
106393	Srl	1	7	0.343	0.343	0.343	0.000	1.00e+00	0.02061	0.000	0.01732	0.000	2.09207	0.000	1.73937	0.000
14917	Gucy2c	7	7	0.343	0.297	0.619	0.113	1.00e+00	0.00037	0.000	0.00030	0.000	0.03232	0.004	0.02677	0.002
67867	Lrrc28	14	14	0.343	0.131	0.627	0.149	1.00e+00	0.03914	0.015	0.03392	0.014	4.19416	1.450	3.61609	1.448
21877	Tk1	5	13	0.342	0.081	0.519	0.164	1.00e+00	0.00555	0.002	0.00447	0.001	0.68354	0.266	0.59023	0.282
78834	Zfp623	8	8	0.342	0.338	0.346	0.003	1.00e+00	0.11733	0.003	0.09840	0.003	10.51014	0.276	8.74593	0.232
76223	Agbl3	16	16	0.342	0.242	0.448	0.048	1.00e+00	0.03452	0.027	0.02900	0.022	3.75255	2.799	3.12125	2.297
12416	Cbx2	6	6	0.342	0.233	0.712	0.175	1.00e+00	0.03814	0.013	0.03306	0.012	3.47482	1.068	2.98254	0.997
242022	Frem2	1	6	0.342	0.342	0.342	0.000	1.00e+00	0.01242	0.000	0.01037	0.000	1.10004	0.000	0.91522	0.000
15184	Hdac5	26	28	0.342	0.126	0.440	0.068	1.00e+00	0.33375	0.096	0.27521	0.075	42.22616	12.315	35.01250	9.645
97820	4833439L19Rik	21	21	0.342	0.265	0.412	0.032	1.00e+00	0.51800	0.187	0.43318	0.157	53.79667	15.387	44.75264	12.680
381983	Lmtk3	11	11	0.342	0.049	0.542	0.133	1.00e+00	0.13476	0.048	0.11408	0.041	15.77827	5.426	12.99302	4.755
94281	Sfxn4	6	6	0.342	0.275	0.511	0.078	1.00e+00	0.04284	0.022	0.03773	0.019	5.95472	3.055	5.04633	2.570
210148	Slc30a6	8	9	0.342	0.242	0.945	0.228	1.00e+00	0.07459	0.024	0.06735	0.024	9.08449	3.057	7.95655	2.848
12748	Clk2	16	16	0.342	0.235	0.533	0.084	1.00e+00	0.20694	0.045	0.16944	0.039	24.99209	5.233	20.83751	4.646
14695	Gnb3	8	8	0.342	0.299	0.513	0.065	1.00e+00	4.82084	1.272	4.08778	1.152	535.01156	147.219	449.49546	131.081
68684	1110035D15Rik	1	1	0.342	0.342	0.342	0.000	1.00e+00	0.02454	0.000	0.02049	0.000	2.17325	0.000	1.80811	0.000
24105	Rbck1	15	15	0.342	0.296	0.482	0.047	1.00e+00	0.29622	0.063	0.24461	0.056	31.76642	6.951	26.50655	6.057
19417	Rasgrf1	4	12	0.341	0.340	0.341	0.000	1.00e+00	0.01792	0.001	0.01547	0.001	1.80346	0.125	1.50225	0.104
19762	Rit2	1	15	0.341	0.341	0.341	0.000	1.00e+00	0.03646	0.000	0.03005	0.000	5.41925	0.000	4.51275	0.000
100503272	Gm11423	3	5	0.341	0.211	0.602	0.184	1.00e+00	0.01532	0.001	0.01207	0.001	1.43645	0.069	1.19863	0.093
320210	A230077H06Rik	3	3	0.341	0.281	0.463	0.086	1.00e+00	0.05688	0.026	0.04937	0.024	5.39157	2.340	4.60993	2.132
68758	Abhd11	13	13	0.341	0.308	0.401	0.029	1.00e+00	0.19813	0.080	0.17343	0.071	21.70118	9.076	18.19720	7.627
59026	Huwe1	2	41	0.341	0.044	0.638	0.297	1.00e+00	0.08174	0.076	0.08702	0.082	9.92049	9.204	10.02562	9.540
12009	Azi1	8	10	0.341	0.274	0.541	0.106	1.00e+00	0.06641	0.011	0.05603	0.006	8.04126	1.279	6.64194	0.562
54217	Rpl36	3	3	0.341	0.335	0.344	0.004	1.00e+00	0.12172	0.002	0.09531	0.002	19.42459	0.381	16.17858	0.365
77791	A930003G23Rik	1	1	0.341	0.341	0.341	0.000	1.00e+00	0.01777	0.000	0.01458	0.000	1.57372	0.000	1.31059	0.000
243372	Zfp775	6	6	0.341	0.327	0.359	0.014	1.00e+00	0.04663	0.011	0.03921	0.009	4.19186	0.958	3.48443	0.765
66841	Etfdh	4	15	0.341	0.194	0.497	0.147	1.00e+00	0.02392	0.008	0.01941	0.006	2.46372	0.825	2.04365	0.597
58887	Repin1	17	17	0.341	0.074	0.468	0.079	1.00e+00	0.17921	0.061	0.14868	0.053	16.05557	5.410	13.29840	4.600
14283	Fosl1	5	5	0.341	0.341	0.341	0.000	1.00e+00	0.01615	0.001	0.01321	0.000	1.42992	0.049	1.19084	0.041
16716	Ky	1	5	0.340	0.340	0.340	0.000	1.00e+00	0.00594	0.000	0.00497	0.000	0.52628	0.000	0.43869	0.000
399568	BC052040	2	9	0.340	0.000	0.680	0.340	1.00e+00	0.00419	0.004	0.00283	0.003	0.58249	0.582	0.38354	0.384
50929	Il22	2	2	0.340	0.297	0.384	0.044	1.00e+00	0.00413	0.000	0.00317	0.000	0.38855	0.003	0.32381	0.007
72522	Atxn7l2	11	11	0.340	0.091	0.457	0.090	1.00e+00	0.07029	0.017	0.05893	0.015	7.20391	1.657	6.04483	1.490
76123	Gpsm2	10	11	0.340	0.214	0.643	0.139	1.00e+00	0.06511	0.017	0.05528	0.017	7.16607	1.668	5.99976	1.533
72275	2200002D01Rik	4	4	0.340	0.165	0.449	0.118	1.00e+00	0.02454	0.032	0.02218	0.031	2.31618	3.029	2.12059	2.882
381217	Fam189a2	5	5	0.340	0.316	0.407	0.034	1.00e+00	0.11192	0.012	0.09167	0.009	12.31192	1.515	10.23770	1.082
74319	1110005A03Rik	16	16	0.340	0.157	0.691	0.176	1.00e+00	0.19529	0.141	0.16962	0.133	20.24400	13.064	17.85492	12.308
207304	Hectd1	2	22	0.340	0.267	0.412	0.073	1.00e+00	0.00642	0.001	0.00534	0.001	0.73195	0.099	0.61515	0.114
66420	Polr2e	14	14	0.340	0.265	0.402	0.034	1.00e+00	0.55506	0.194	0.46624	0.161	66.42219	23.759	55.01744	19.474
67291	Ccdc137	8	8	0.340	0.189	0.702	0.205	1.00e+00	0.06183	0.024	0.05537	0.024	6.13146	1.837	5.35122	2.036
66419	Mrpl11	6	6	0.340	0.320	0.346	0.009	1.00e+00	0.35747	0.105	0.30760	0.089	42.65889	13.257	35.49643	10.945
170771	Khdrbs2	1	7	0.340	0.340	0.340	0.000	1.00e+00	0.01951	0.000	0.01616	0.000	1.80268	0.000	1.50187	0.000
71566	9030425E11Rik	12	14	0.340	0.030	0.820	0.256	1.00e+00	0.02508	0.009	0.02350	0.010	2.79574	0.893	2.43795	0.910
170677	Cdhr1	5	5	0.340	0.332	0.345	0.004	1.00e+00	3.13250	0.162	2.62181	0.145	318.05365	11.952	265.06063	9.499
17240	Mdfi	8	11	0.340	0.074	0.461	0.142	1.00e+00	0.00932	0.002	0.00723	0.002	0.96193	0.182	0.80020	0.148
20501	Slc16a1	11	11	0.340	0.242	0.552	0.074	1.00e+00	0.13980	0.022	0.11740	0.018	12.96070	1.963	10.78899	1.517
77595	Nup210l	5	7	0.340	0.268	0.467	0.084	1.00e+00	0.00368	0.000	0.00318	0.000	0.44552	0.033	0.37206	0.034
100504568	Gm17634	3	3	0.340	0.340	0.340	0.000	1.00e+00	0.00727	0.000	0.00574	0.000	0.66342	0.000	0.55300	0.000
20197	S100a3	4	4	0.340	0.056	0.434	0.164	1.00e+00	0.00359	0.001	0.00260	0.001	0.31801	0.119	0.25485	0.081
219149	Xkr6	6	8	0.340	0.071	0.520	0.152	1.00e+00	0.03664	0.030	0.02899	0.021	3.39298	2.632	2.63338	1.897
73571	1700096K18Rik	3	3	0.340	0.289	0.444	0.073	1.00e+00	0.04096	0.009	0.03389	0.006	3.62672	0.820	2.99142	0.509
29809	Rabgap1l	13	19	0.339	0.210	0.951	0.198	1.00e+00	0.03660	0.022	0.03253	0.020	3.81961	1.794	3.24669	1.649
67112	Fgf22	3	5	0.339	0.120	0.449	0.155	1.00e+00	0.00461	0.001	0.00498	0.001	0.52214	0.014	0.43930	0.061
240283	Dmxl1	4	12	0.339	0.007	0.756	0.313	1.00e+00	0.00610	0.004	0.00482	0.004	0.61385	0.419	0.51850	0.389
67824	Nmral1	11	11	0.339	0.259	0.383	0.043	1.00e+00	0.10227	0.029	0.08368	0.023	10.48582	2.837	8.74740	2.337
214572	Prmt7	14	14	0.339	0.112	0.532	0.141	1.00e+00	0.12604	0.046	0.10820	0.044	15.14828	5.671	12.97716	5.460
72935	Ddx41	7	7	0.339	0.271	0.386	0.031	1.00e+00	0.17017	0.052	0.14138	0.043	21.63872	6.409	17.99259	5.276
93697	Narg2	11	14	0.339	0.152	0.533	0.130	1.00e+00	0.04417	0.026	0.03759	0.024	4.75692	2.361	4.10815	2.292
14588	Gfra4	5	12	0.339	0.114	0.489	0.184	1.00e+00	0.02208	0.011	0.01718	0.007	2.47101	1.068	1.96095	0.675
280408	Rilp	6	6	0.339	0.297	0.363	0.030	1.00e+00	0.01265	0.002	0.01013	0.001	1.27136	0.170	1.06130	0.148
28019	Ing4	19	19	0.339	0.286	0.429	0.042	1.00e+00	0.47429	0.207	0.40435	0.180	51.18487	21.801	43.07690	18.599
77315	C030008P14Rik	1	1	0.339	0.339	0.339	0.000	1.00e+00	0.00904	0.000	0.00756	0.000	0.80028	0.000	0.66766	0.000
27416	Abcc5	18	19	0.339	0.151	0.557	0.099	1.00e+00	0.16472	0.059	0.13518	0.041	17.73538	5.546	14.54848	3.996
606497	Otx2os1	2	2	0.339	0.339	0.339	0.000	1.00e+00	0.14289	0.000	0.11458	0.000	15.31275	0.000	12.77437	0.000
93683	Glce	3	6	0.339	0.297	0.382	0.035	1.00e+00	0.00463	0.000	0.00368	0.000	0.50192	0.031	0.41887	0.030
233115	Dpy19l3	9	18	0.339	0.016	0.689	0.277	1.00e+00	0.02140	0.013	0.02026	0.014	2.64713	1.608	2.48307	1.743
66202	1110059G10Rik	8	8	0.339	0.126	1.420	0.421	1.00e+00	0.07187	0.051	0.06676	0.050	7.75402	5.650	7.22482	5.494
50753	Fbxo8	12	12	0.339	0.296	0.443	0.046	1.00e+00	0.14956	0.053	0.12428	0.045	15.12506	5.424	12.71190	4.651
228136	Zdhhc5	9	9	0.339	0.302	0.375	0.025	1.00e+00	0.38130	0.161	0.31938	0.134	37.53576	15.885	31.45729	13.373
100705	Acacb	8	8	0.339	0.193	0.975	0.248	1.00e+00	0.00453	0.003	0.00367	0.002	0.46940	0.252	0.40564	0.207
18633	Pex16	10	10	0.338	0.047	0.470	0.103	1.00e+00	0.17452	0.036	0.14544	0.026	25.46302	4.738	21.05063	3.309
382118	Zfp167	2	2	0.338	0.338	0.338	0.000	1.00e+00	0.03404	0.000	0.02835	0.000	3.17191	0.000	2.64682	0.000
56310	Gps2	6	6	0.338	0.228	0.371	0.050	1.00e+00	0.28001	0.016	0.23710	0.011	36.18208	2.143	30.16868	1.312
20866	Stim1	6	6	0.338	0.187	0.522	0.131	1.00e+00	0.09939	0.062	0.08883	0.058	9.64510	5.717	8.50464	5.281
12140	Fabp7	5	5	0.338	0.334	0.348	0.006	1.00e+00	0.36274	0.142	0.30895	0.121	40.72038	15.749	34.03615	13.200
67619	Nob1	13	13	0.338	0.295	0.422	0.033	1.00e+00	0.11598	0.045	0.09863	0.040	13.16104	4.176	11.03942	3.646
12568	Cdk5	4	4	0.338	0.333	0.353	0.008	1.00e+00	0.36671	0.076	0.30968	0.062	50.73351	13.171	42.28063	10.671
83486	Rbm5	10	10	0.338	0.233	0.777	0.156	1.00e+00	0.25887	0.243	0.22464	0.211	32.19908	30.480	27.80453	26.488
56095	Ftsj3	2	11	0.338	0.297	0.379	0.041	1.00e+00	0.03691	0.010	0.02954	0.008	5.33876	1.472	4.49280	1.357
105841	Dennd3	8	9	0.338	0.231	0.619	0.113	1.00e+00	0.00988	0.002	0.00884	0.002	1.09642	0.135	0.91986	0.141
17687	Msh5	15	17	0.338	0.083	0.712	0.230	1.00e+00	0.00557	0.002	0.00516	0.003	0.74961	0.275	0.65243	0.303
73668	Ttc21b	11	13	0.338	0.059	1.882	0.496	1.00e+00	0.04318	0.024	0.04171	0.024	5.19597	2.820	4.89873	2.696
11865	Arntl	14	14	0.337	0.218	0.384	0.037	1.00e+00	0.39772	0.086	0.33199	0.073	46.67997	10.584	39.01335	8.926
100504360	D730003I15Rik	4	4	0.337	0.187	0.386	0.086	1.00e+00	0.05082	0.013	0.04200	0.009	4.53773	1.121	3.73962	0.771
66568	Rwdd3	12	16	0.337	0.153	0.578	0.117	1.00e+00	0.01446	0.004	0.01156	0.003	1.40291	0.424	1.16195	0.308
100041781	Gm3510	3	3	0.337	0.337	0.337	0.000	1.00e+00	0.00680	0.000	0.00553	0.000	0.61976	0.000	0.51748	0.000
240354	Malt1	11	11	0.337	0.164	0.519	0.095	1.00e+00	0.02997	0.023	0.02604	0.020	2.94501	2.196	2.49891	1.900
791351	C630004M23Rik	1	1	0.337	0.337	0.337	0.000	1.00e+00	0.00572	0.000	0.00481	0.000	0.53637	0.000	0.44785	0.000
224224	Impg2	2	6	0.337	0.337	0.337	0.000	1.00e+00	0.12601	0.000	0.10468	0.000	13.23219	0.000	11.05119	0.000
71242	Spata24	8	8	0.337	0.200	0.642	0.122	1.00e+00	0.06021	0.010	0.05078	0.010	7.34458	1.523	6.24614	1.513
230917	Tmem201	18	18	0.337	0.132	0.499	0.104	1.00e+00	0.12342	0.041	0.10433	0.032	12.35323	3.853	10.21314	2.873
215748	Cnksr3	5	5	0.337	0.311	0.347	0.014	1.00e+00	0.02555	0.002	0.02113	0.002	2.56836	0.113	2.14554	0.114
81905	Cacng8	2	2	0.337	0.327	0.346	0.009	1.00e+00	0.02418	0.005	0.02189	0.005	2.86515	0.704	2.39720	0.604
80888	Hspb8	4	4	0.336	0.244	0.611	0.159	1.00e+00	0.02989	0.003	0.02463	0.001	2.77108	0.274	2.30571	0.037
226418	Yod1	6	6	0.336	0.312	0.416	0.036	1.00e+00	0.02873	0.001	0.02388	0.001	2.57854	0.075	2.15425	0.049
100504249	Gm15350	5	5	0.336	0.336	0.336	0.000	1.00e+00	0.05912	0.002	0.05096	0.002	6.98710	0.258	5.83740	0.216
224617	Tbc1d24	26	26	0.336	0.203	0.381	0.036	1.00e+00	0.20308	0.029	0.16923	0.026	18.66357	2.402	15.60406	2.109
100045792	Ect2l	4	5	0.336	0.000	0.712	0.292	1.00e+00	0.00021	0.000	0.00014	0.000	0.02360	0.014	0.01270	0.013
22221	Ubp1	13	13	0.336	0.267	0.375	0.030	1.00e+00	0.34856	0.106	0.29033	0.089	35.21171	8.203	29.35246	6.696
94187	Zfp423	8	8	0.336	0.203	0.369	0.052	1.00e+00	0.04547	0.022	0.03802	0.020	4.61045	2.218	3.89136	2.003
56642	Ankrd2	3	3	0.336	0.336	0.336	0.000	1.00e+00	0.01360	0.000	0.01068	0.000	1.68131	0.006	1.40493	0.005
100036540	LOC100036540	1	1	0.336	0.336	0.336	0.000	1.00e+00	0.00232	0.000	0.00207	0.000	0.25473	0.000	0.21286	0.000
70394	Kptn	11	11	0.336	0.038	0.483	0.134	1.00e+00	0.11113	0.041	0.09220	0.031	14.29090	4.719	11.90292	3.640
223483	A830021M18Rik	1	1	0.336	0.336	0.336	0.000	1.00e+00	0.00817	0.000	0.00754	0.000	0.95591	0.000	0.79877	0.000
78920	Dlst	6	15	0.336	0.015	0.632	0.270	1.00e+00	0.10147	0.110	0.10328	0.114	13.04169	14.701	13.16518	15.057
100503890	2900053A13Rik	2	4	0.336	0.335	0.338	0.002	1.00e+00	0.35830	0.004	0.29412	0.004	36.13778	0.427	30.19513	0.392
101612	Grwd1	9	9	0.336	0.128	0.390	0.074	1.00e+00	0.07862	0.014	0.06447	0.009	7.84015	1.132	6.51021	0.706
66836	Tmem223	7	7	0.336	0.333	0.337	0.001	1.00e+00	0.39631	0.007	0.33451	0.006	40.97298	0.719	34.25278	0.587
68563	Dpm3	5	5	0.336	0.331	0.338	0.003	1.00e+00	0.40970	0.092	0.34426	0.077	36.60619	8.251	30.58169	6.858
70373	1700020O03Rik	9	9	0.336	0.084	1.882	0.562	1.00e+00	0.08567	0.047	0.08405	0.049	8.44906	4.619	8.24108	4.749
